Provider ID,Provider Name,Start Date,State of License
436,"Doom, Christi",8/1/21,Florida
427,"Doom, Cherie",7/1/21,Florida; Rhode Island
439,"Doom, Eugenie",5/1/21,Florida
197,"Doom, Dawn",11/1/21,Florida
274,"Doom, Carmel",11/1/21,Florida; Ohio
248,"Doom, Crissy",10/1/21,Massachusetts
698,"Doom, Randa",3/1/21,New York
446,"Doom, Laticia",6/1/21,New Jersey
706,"Doom, Christi",9/1/21,New Jersey
195,"Doom, Randa",10/1/21,New York
173,"Doom, Yolonda",10/1/21,New York
250,"Doom, Leonore",11/1/21,Texas
123,"Doom, Carmon",9/1/21,Florida
303,"Doom, Ronny",8/1/21,New Jersey;New York
252,"Doom, Kristofer",7/1/21,Florida
218,"Doom, Angeline",5/1/21,Texas
329,"Doom, Ludivina",11/1/21,Florida
488,"Doom, Loraine",11/1/21,New York
151,"Doom, Laticia",10/1/21,Texas
356,"Doom, Ronny",10/1/21,Texas
263,"Drake, Ching",10/1/21,New York
333,"Drake, Israel",10/1/21,Florida
283,"Drake, Marybelle",10/1/21,New York
284,"Drake, Kimber",10/1/21,New York
130,"Drake, Ian",1/1/21,New York
412,"Drake, Cherie",6/1/21,Florida
413,"Drake, Taren",2/1/21,New York
285,"Drake, Salena",10/1/21,Florida
311,"Drake, Christi",10/1/21,Florida
159,"Drake, Berniece",11/1/21,Florida
570,"Drake, Chester",9/1/21,Massachusetts
313,"Drake, Yaeko",8/1/21,New York
160,"Drake, Leonore",7/1/21,Florida
326,"Drake, Lenore",5/1/21,New York
327,"Drake, Jaimee",11/1/21,Arizona
341,"Drake, Marybelle",11/1/21,Florida
418,"Drake, Olene",10/1/21,Florida
137,"Drake, Denver",2/1/21,Texas
137,"Drake, Carmel",4/1/21,New York; New Jersey
445,"Drake, Florrie",6/1/21,Florida
394,"Drake, Berniece",11/1/21,New York
215,"Drake, Milan",11/1/21,New York
368,"Drake, Hyo",11/1/21,Florida
266,"Drake, Jazmin",11/1/21,New York
395,"Drake, Millicent",11/1/21,Florida; New York
191,"Drake, Nohemi",11/1/21,Arizona; California; Pennsylvania
447,"Drake, Lenore",11/1/21,Connecticut
268,"Drake, Milan",11/1/21,New York
389,"Drake, Torie",11/1/21,New York
371,"Drake, Maragret",11/1/21,New York
167,"Drake, Loraine",10/1/21,New York
244,"Drake, Preston",10/1/21,New York
218,"Drake, Fernande",10/1/21,New York
144,"Drake, Xiomara",10/1/21,New Jersey
913,"Drake, Maragret",10/1/21,New York
475,"Drake, Patrick",10/1/21,New York
322,"Drake, Olene",10/1/21,New York; Texas
669,"Drake, Moshe",10/1/21,New York
476,"Drake, Taren",10/1/21,Florida
477,"Drake, Melani",10/1/21,Florida
947,"Drake, Mauricio",10/1/21,Florida; Rhode Island
146,"Drake, Angeline",3/1/21,Florida
700,"Drake, Crissy",6/1/21,Florida
326,"Drake, Cherie",9/1/21,Florida; Ohio
275,"Drake, Genie",10/1/21,Massachusetts
124,"Drake, Kandra",10/1/21,New York
483,"Drake, Vertie",11/1/21,New Jersey
735,"Drake, Cora",9/1/21,New Jersey
381,"Drake, Ching",8/1/21,New York
484,"Drake, Florrie",7/1/21,New York
178,"Drake, Lisha",5/1/21,Texas
383,"Drake, Daniell",11/1/21,Florida
229,"Drake, Dorthy",11/1/21,New Jersey;New York
127,"Drake, Marge",10/1/21,Florida
127,"Drake, Jazmin",3/1/21,Texas
281,"Drake, Nohemi",6/1/21,Florida
128,"Dredd, Clayton",9/1/21,New York
333,"Dredd, Crissy",10/1/21,Texas
462,"Dredd, Milan",10/1/21,Texas
411,"Dredd, Yaeko",11/1/21,New York
23@,"Dredd, Helene",9/1/21,Florida
258,"Dredd, Torie",8/1/21,New York
182,"Dredd, Kristofer",7/1/21,New York
234,"Dredd, Lisha",5/1/21,New York
134,"Dredd, Xiomara",11/1/21,Florida
263,"Dredd, Christi",11/1/21,New York
391,"Dredd, Eugene",10/1/21,Florida
442,"Dredd, Marge",3/1/21,Florida
264,"Dredd, Millicent",6/1/21,Florida
392,"Dredd, Lisha",9/1/21,Massachusetts
290,"Dredd, Theressa",10/1/21,New York
392,"Dredd, Chaya",10/1/21,Florida
868,"Dredd, Eugenie",11/1/21,New York
394,"Dredd, Theressa",9/1/21,Arizona
395,"Dredd, Gerard",8/1/21,Florida
164,"Dredd, Clayton",7/1/21,Florida
344,"Dredd, Joella",5/1/21,Texas
472,"Dredd, Elene",11/1/21,New York; New Jersey
346,"Dredd, Xiomara",11/1/21,Florida
141,"Dredd, Jerrold",10/1/21,New York
397,"Dredd, Xiomara",10/1/21,New York
398,"Dredd, Dorthy",10/1/21,Florida
373,"Dredd, Jospeh",10/1/21,New York
399,"Dredd, Berniece",10/1/21,Florida; New York
245,"Dredd, Torie",10/1/21,Arizona; California; Pennsylvania
118,"Dredd, Yolonda",1/1/21,Connecticut
932,"Dredd, Xiomara",6/1/21,New York
170,"Dredd, Elene",2/1/21,New York
272,"Dredd, Florrie",10/1/21,New York
175,"Dredd, Lawana",10/1/21,New York
273,"Dredd, Loraine",11/1/21,New York
146,"Dredd, Dorthy",9/1/21,New York
300,"Dredd, Genie",8/1/21,New Jersey
480,"Dredd, Gerard",7/1/21,New York
429,"Dredd, Millicent",5/1/21,New York
250,"Dredd, Crissy",11/1/21,New York; Texas
354,"Dredd, Eugene",11/1/21,New York
201,"Dredd, Dorthy",10/1/21,Florida
176,"Dredd, Helene",2/1/21,Florida
203,"Dredd, Lisha",4/1/21,Florida; Rhode Island
152,"Dredd, Helene",6/1/21,Florida
331,"Dredd, Jazmin",11/1/21,Florida
101,"Dredd, Nohemi",11/1/21,Florida; Ohio
204,"Dredd, Lisha",11/1/21,Massachusetts
357,"Dredd, Milan",11/1/21,New York
460,"Dredd, Denver",11/1/21,New Jersey
204,"Dredd, Chaya",11/1/21,New Jersey
460,"Dredd, Cherie",11/1/21,New York
282,"Fist, Hyo",11/1/21,New York
359,"Fist, Yaeko",11/1/21,Texas
527,"Fist, Hyo",11/1/21,Florida
530,"Fist, Dorthy",10/1/21,New Jersey;New York
360,"Fist, Hyo",10/1/21,Florida
463,"Fist, Bula",10/1/21,Texas
130,"Fist, Lisha",10/1/21,Florida
155,"Fist, Bula",10/1/21,New York
437,"Fist, Anthony",10/1/21,Texas
130,"Fist, Jospeh",10/1/21,Texas
361,"Fist, Jaimee",10/1/21,New York
284,"Fist, Joella",10/1/21,Florida
335,"Fist, Jospeh",10/1/21,New York
546,"Fist, Loraine",10/1/21,New York
183,"Fist, Eugene",3/1/21,New York
133,"Fist, Torie",6/1/21,Florida
313,"Fist, Nohemi",9/1/21,New York
313,"Fist, Nohemi",10/1/21,Florida
319,"Fist, Berniece",10/1/21,Florida
322,"Fist, Vina",11/1/21,Florida
843,"Fist, Ronny",9/1/21,Massachusetts
391,"Fist, Olene",8/1/21,New York
240,"Fist, Lela",7/1/21,Florida
471,"Fist, Florrie",5/1/21,New York
113,"Fist, Xiomara",11/1/21,Arizona
369,"Fist, Cora",11/1/21,Florida
446,"Fist, Theressa",10/1/21,Florida
216,"Fist, Aide",3/1/21,Texas
396,"Fist, Randa",6/1/21,New York; New Jersey
447,"Fist, Lisha",9/1/21,Florida
191,"Fist, Joella",10/1/21,New York
896,"Fist, Dorthy",10/1/21,New York
142,"Fist, Kami",11/1/21,Florida
143,"Fist, Cora",9/1/21,New York
660,"Fist, Cherie",8/1/21,Florida; New York
347,"Fist, Denisha",7/1/21,Arizona; California; Pennsylvania
245,"Fist, Eugenie",5/1/21,Connecticut
246,"Fist, Zoraida",11/1/21,New York
420,"Fist, Olene",11/1/21,New York
323,"Fist, Nohemi",10/1/21,New York
167,"Fist, Cherie",3/1/21,New York
350,"Fist, Leonore",6/1/21,New York
146,"Fist, Salena",9/1/21,New York
428,"Fist, Mauricio",10/1/21,New Jersey
147,"Fist, Damaris",10/1/21,New York
275,"Fist, Florrie",11/1/21,New York
174,"Fist, Carmel",9/1/21,New York; Texas
404,"Fist, Denisha",8/1/21,New York
251,"Fist, Xiomara",7/1/21,Florida
277,"Fist, Angeline",5/1/21,Florida
379,"Fist, Loraine",11/1/21,Florida; Rhode Island
175,"Fist, Florrie",11/1/21,Florida
482,"Fist, Helene",10/1/21,Florida
227,"Fist, Mauricio",10/1/21,Florida; Ohio
229,"Fist, Alesia",10/1/21,Massachusetts
355,"Fist, Joella",10/1/21,New York
279,"Fist, Corrie",10/1/21,New Jersey
202,"Fist, Eugenie",10/1/21,New Jersey
228,"Fist, Mauricio",1/1/21,New York
229,"Fist, Xiomara",6/1/21,New York
410,"Flash, Olene",2/1/21,Texas
267,"Flash, Olene",10/1/21,Florida
105,"Flash, Mauricio",10/1/21,New Jersey;New York
336,"Flash, Bula",11/1/21,Florida
183,"Flash, Lisha",9/1/21,Texas
40@,"Flash, Florrie",8/1/21,Florida
132,"Flash, Theressa",7/1/21,New York
183,"Flash, Crissy",5/1/21,Texas
564,"Flash, Florrie",11/1/21,Texas
414,"Flash, Mauricio",11/1/21,New York
236,"Flash, Joella",10/1/21,Florida
467,"Flash, Moshe",2/1/21,New York
211,"Flash, Ludivina",4/1/21,New York
263,"Flash, Chaya",6/1/21,New York
111,"Flash, Maragret",11/1/21,Florida
444,"Flash, Melani",11/1/21,New York
345,"Flash, Darius",11/1/21,Florida
239,"Flash, Gerard",11/1/21,Florida
394,"Flash, Eugene",11/1/21,Florida
163,"Flash, Kristofer",11/1/21,Massachusetts
420,"Flash, Marvis",11/1/21,New York
292,"Flash, Dawn",11/1/21,Florida
375,"Flash, Yolonda",11/1/21,New York
267,"Flash, Latarsha",11/1/21,Arizona
121,"Flash, Ching",10/1/21,Florida
894,"Flash, Mauricio",10/1/21,Florida
640,"Flash, Vertie",10/1/21,Texas
243,"Flash, Ronny",10/1/21,New York; New Jersey
371,"Flash, Florrie",10/1/21,Florida
167,"Flash, Christi",10/1/21,New York
372,"Flash, Crissy",10/1/21,New York
373,"Flash, Jospeh",10/1/21,Florida
117,"Flash, Delois",10/1/21,New York
297,"Flash, Ian",10/1/21,Florida; New York
413,"Flash, Annelle",10/1/21,Arizona; California; Pennsylvania
414,"Flash, Ronny",3/1/21,Connecticut
929,"Flash, Cherie",6/1/21,New York
221,"Flash, Ronny",9/1/21,New York
222,"Flash, Florrie",10/1/21,New York
197,"Flash, Lenore",10/1/21,New York
326,"Flash, Dawn",11/1/21,New York
122,"Flash, Chester",9/1/21,New York
430,"Flash, Chester",8/1/21,New Jersey
456,"Flash, Margaretta",7/1/21,New York
470,"Flash, Joella",5/1/21,New York
200,"Flash, Xiomara",11/1/21,New York; Texas
473,"Flash, Xiomara",11/1/21,New York
988,"Flash, Ronny",10/1/21,Florida
406,"Flash, Carmel",3/1/21,Florida
230,"Flash, Leonore",6/1/21,Florida; Rhode Island
202,"Flash, Angeline",9/1/21,Florida
407,"Flash, Melani",10/1/21,Florida
492,"Flash, Chester",10/1/21,Florida; Ohio
126,"Flash, Eugenie",11/1/21,Massachusetts
306,"Flash, Denver",9/1/21,New York
1@h,"Frost, Joella",8/1/21,New Jersey
256,"Frost, Randa",7/1/21,New Jersey
461,"Frost, Lizabeth",5/1/21,New York
521,"Frost, Crissy",11/1/21,New York
130,"Frost, Marybelle",11/1/21,Texas
207,"Frost, Dorthy",10/1/21,Florida
797,"Frost, Yolonda",3/1/21,New Jersey;New York
412,"Frost, Yolonda",6/1/21,Florida
361,"Frost, Aide",9/1/21,Texas
233,"Frost, Patrick",10/1/21,Florida
387,"Frost, Preston",10/1/21,New York
182,"Frost, Xiomara",11/1/21,Texas
183,"Frost, Israel",9/1/21,Texas
297,"Frost, Vina",8/1/21,New York
439,"Frost, Crissy",7/1/21,Florida
106,"Frost, Lizabeth",5/1/21,New York
338,"Frost, Ching",11/1/21,New York
338,"Frost, Lela",11/1/21,New York
210,"Frost, Coralee",10/1/21,Florida
108,"Frost, Lizabeth",10/1/21,New York
287,"Frost, Ronny",10/1/21,Florida
441,"Frost, Maragret",10/1/21,Florida
109,"Frost, Torie",10/1/21,Florida
416,"Frost, Everett",10/1/21,Massachusetts
73@,"Frost, Olene",1/1/21,New York
74@,"Frost, Yolonda",6/1/21,Florida
330,"Frost, Christi",2/1/21,New York
391,"Frost, Eugenie",10/1/21,Arizona
468,"Frost, Genie",10/1/21,Florida
239,"Frost, Eugenie",11/1/21,Florida
111,"Frost, Jaimee",9/1/21,Texas
188,"Frost, Torie",8/1/21,New York; New Jersey
291,"Frost, Aide",7/1/21,Florida
189,"Frost, Eugene",5/1/21,New York
267,"Frost, Ronny",11/1/21,New York
344,"Frost, Lizabeth",11/1/21,Florida
241,"Frost, Millicent",10/1/21,New York
472,"Frost, Eugenie",2/1/21,Florida; New York
395,"Frost, Jospeh",4/1/21,Arizona; California; Pennsylvania
472,"Frost, Fidel",6/1/21,Connecticut
373,"Frost, Jospeh",11/1/21,New York
345,"Frost, Denver",11/1/21,New York
346,"Frost, Torie",11/1/21,New York
398,"Frost, Jazmin",11/1/21,New York
154,"Frost, Fidel",11/1/21,New York
246,"Frost, Marvis",11/1/21,New York
246,"Frost, Joella",11/1/21,New Jersey
246,"Frost, Yolonda",11/1/21,New York
426,"Frost, Randa",11/1/21,New York
120,"Frost, Marybelle",11/1/21,New York; Texas
146,"Frost, Jospeh",10/1/21,New York
952,"Frost, Milan",10/1/21,Florida
121,"Frost, Darius",10/1/21,Florida
198,"Frost, Christi",10/1/21,Florida; Rhode Island
147,"Frost, Leonore",10/1/21,Florida
301,"Frost, Elene",10/1/21,Florida
148,"Frost, Chaya",10/1/21,Florida; Ohio
727,"Frost, Fernande",10/1/21,Massachusetts
149,"Frost, Genie",10/1/21,New York
304,"Frost, Theressa",10/1/21,New Jersey
304,"Frost, Alona",10/1/21,New Jersey
330,"Frost, Felicita",3/1/21,New York
407,"Frost, Marybelle",6/1/21,New York
304,"Frost, Alesia",9/1/21,Texas
177,"Frost, Kimber",10/1/21,Florida
238,"Frost, Lisha",10/1/21,New Jersey;New York
177,"Frost, Ching",11/1/21,Florida
126,"Frost, Lela",9/1/21,Texas
152,"Frost, Jazmin",8/1/21,Florida
255,"Frost, Vina",7/1/21,New York
763,"Frost, Latarsha",5/1/21,Texas
409,"Frost, Salena",11/1/21,Texas
765,"Frost, Fernande",11/1/21,New York
518,"Fury, Eugenie",10/1/21,Florida
282,"Fury, Bula",3/1/21,New York
787,"Fury, Cherie",6/1/21,New York
462,"Fury, Cherie",9/1/21,New York
258,"Fury, Vina",10/1/21,Florida
25@,"Fury, Ching",10/1/21,New York
413,"Fury, Lizabeth",11/1/21,Florida
299,"Fury, Theressa",9/1/21,Florida
106,"Fury, Dawn",8/1/21,Florida
234,"Fury, Jerrold",7/1/21,Massachusetts
304,"Fury, Dawn",5/1/21,New York
209,"Fury, Lauryn",11/1/21,Florida
575,"Fury, Everett",11/1/21,New York
185,"Fury, Ludivina",10/1/21,Arizona
442,"Fury, Dawn",3/1/21,Florida
80@,"Fury, Laticia",6/1/21,Florida
213,"Fury, Alona",9/1/21,Texas
349,"Fury, Anthony",10/1/21,New York; New Jersey
420,"Fury, Genie",10/1/21,Florida
370,"Fury, Lela",11/1/21,New York
242,"Fury, Ian",9/1/21,New York
371,"Fury, Fidel",8/1/21,Florida
449,"Fury, Cora",7/1/21,New York
194,"Fury, Lauryn",5/1/21,Florida; New York
411,"Fury, Gerard",11/1/21,Arizona; California; Pennsylvania
400,"Fury, Angeline",11/1/21,Connecticut
426,"Fury, Vina",10/1/21,New York
145,"Fury, Marvis",10/1/21,New York
401,"Fury, Theressa",10/1/21,New York
351,"Fury, Yaeko",10/1/21,New York
198,"Fury, Fidel",10/1/21,New York
453,"Fury, Kimber",10/1/21,New York
472,"Fury, Leonora",1/1/21,New Jersey
731,"Fury, Crissy",6/1/21,New York
381,"Fury, Lenore",2/1/21,New York
304,"Fury, Lizabeth",10/1/21,New York; Texas
458,"Fury, Fidel",10/1/21,New York
152,"Fury, Angeline",11/1/21,Florida
280,"Fury, Theressa",9/1/21,Florida
248,"Fury, Mauricio",8/1/21,Florida; Rhode Island
434,"Fury, Kasey",7/1/21,Florida
383,"Fury, Ludivina",5/1/21,Florida
332,"Fury, Ludivina",11/1/21,Florida; Ohio
307,"Fury, Jospeh",11/1/21,Massachusetts
383,"Fury, Lawana",10/1/21,New York
358,"Gambit, Cora",2/1/21,New Jersey
409,"Gambit, Cherie",4/1/21,New Jersey
5@h,"Gambit, Wiley",6/1/21,New York
410,"Gambit, Kandra",11/1/21,New York
359,"Gambit, Delois",11/1/21,Texas
257,"Gambit, Torie",11/1/21,Florida
283,"Gambit, Gerard",11/1/21,New Jersey;New York
462,"Gambit, Lizabeth",11/1/21,Florida
273,"Gambit, Theressa",11/1/21,Texas
385,"Gambit, Jaimee",11/1/21,Florida
181,"Gambit, Salena",11/1/21,New York
284,"Gambit, Jospeh",11/1/21,Texas
360,"Gambit, Lenore",11/1/21,Texas
463,"Gambit, Lenore",10/1/21,New York
208,"Gambit, Elmo",10/1/21,Florida
39@,"Gambit, Daniell",10/1/21,New York
810,"Gambit, Loraine",10/1/21,New York
337,"Gambit, Damaris",10/1/21,New York
337,"Gambit, Ronny",10/1/21,Florida
311,"Gambit, Dorthy",10/1/21,New York
363,"Gambit, Joella",10/1/21,Florida
817,"Gambit, Yaeko",10/1/21,Florida
312,"Gambit, Randa",10/1/21,Florida
440,"Gambit, Yolonda",10/1/21,Massachusetts
466,"Gambit, Moshe",3/1/21,New York
364,"Gambit, Astrid",6/1/21,Florida
62@,"Gambit, Vertie",9/1/21,New York
211,"Gambit, Ching",10/1/21,Arizona
416,"Gambit, Ian",10/1/21,Florida
288,"Gambit, Eugene",11/1/21,Florida
391,"Gambit, Lawana",9/1/21,Texas
263,"Gambit, Nohemi",8/1/21,New York; New Jersey
161,"Gambit, Xiomara",7/1/21,Florida
366,"Gambit, Milan",5/1/21,New York
468,"Gambit, Chaya",11/1/21,New York
392,"Gambit, Crissy",11/1/21,Florida
136,"Gambit, Lien",10/1/21,New York
316,"Gambit, Gerard",3/1/21,Florida; New York
470,"Gambit, Lela",6/1/21,Arizona; California; Pennsylvania
214,"Gambit, Moshe",9/1/21,Connecticut
419,"Gambit, Bula",10/1/21,New York
189,"Gambit, Torie",10/1/21,New York
419,"Gambit, Ronny",11/1/21,New York
191,"Gambit, Ching",9/1/21,New York
293,"Gambit, Dawn",8/1/21,New York
378,"Gambit, Florrie",7/1/21,New York
345,"Gambit, Felix",5/1/21,New Jersey
447,"Gambit, Lenore",11/1/21,New York
268,"Gambit, Alesia",11/1/21,New York
345,"Gambit, Lisha",10/1/21,New York; Texas
448,"Gambit, Cora",3/1/21,New York
474,"Gambit, Moshe",6/1/21,Florida
134,"Gambit, Astrid",9/1/21,Florida
321,"Gambit, Marybelle",10/1/21,Florida; Rhode Island
270,"Gambit, Jospeh",10/1/21,Florida
398,"Gambit, Lenore",11/1/21,Florida
145,"Gambit, Dawn",9/1/21,Florida; Ohio
219,"Gambit, Israel",8/1/21,Massachusetts
373,"Gambit, Salena",7/1/21,New York
476,"Gambit, Torie",5/1/21,New Jersey
348,"Gambit, Denisha",11/1/21,New Jersey
272,"Gambit, Joella",11/1/21,New York
246,"Gambit, Helene",10/1/21,New York
375,"Gambit, Milan",10/1/21,Texas
249,"Gambit, Moshe",10/1/21,Florida
121,"Gambit, Emiko",10/1/21,New Jersey;New York
480,"Gambit, Kiersten",10/1/21,Florida
198,"Gambit, Margaretta",10/1/21,Texas
224,"Gambit, Lenore",1/1/21,Florida
378,"Gambit, Theressa",6/1/21,New York
224,"Gambit, Kasey",2/1/21,Texas
173,"Gambit, Eugene",10/1/21,Texas
301,"Gambit, Wiley",10/1/21,New York
972,"Gambit, Vertie",11/1/21,Florida
481,"Gambit, Lela",9/1/21,New York
431,"Gambit, Gerard",8/1/21,New York
483,"Gambit, Everett",7/1/21,New York
236,"Gambit, Cherie",5/1/21,Florida
484,"Gambit, Abram",11/1/21,New York
493,"Gambit, Genie",11/1/21,Florida
433,"Gambit, Genie",10/1/21,Florida
255,"Gambit, Theressa",2/1/21,Florida
amp,"Garcia, Karen",4/1/21,Massachusetts
257,"Gordon, Crissy",6/1/21,New York
384,"Gordon, Torie",11/1/21,Florida
410,"Gordon, Xiomara",11/1/21,New York
154,"Gordon, Ian",11/1/21,Arizona
334,"Gordon, Clayton",11/1/21,Florida
334,"Gordon, Kasey",11/1/21,Florida
360,"Gordon, Delois",11/1/21,Texas
285,"Gordon, Eugene",11/1/21,New York; New Jersey
52@,"Gordon, Joella",11/1/21,Florida
823,"Gordon, Anthony",11/1/21,New York
830,"Gordon, Coralee",11/1/21,New York
135,"Gordon, Kasey",10/1/21,Florida
365,"Gordon, Annelle",10/1/21,New York
109,"Gordon, Joella",10/1/21,Florida; New York
76@,"Gordon, Jospeh",10/1/21,Arizona; California; Pennsylvania
263,"Gordon, Theressa",10/1/21,Connecticut
238,"Gordon, Eugenie",10/1/21,New York
238,"Gordon, Latisha",10/1/21,New York
316,"Gordon, Millicent",10/1/21,New York
367,"Gordon, Aide",10/1/21,New York
351,"Gordon, Kami",10/1/21,New York
214,"Gordon, Torie",10/1/21,New York
268,"Gordon, Ching",3/1/21,New Jersey
344,"Gordon, Kami",6/1/21,New York
396,"Gordon, Cherie",9/1/21,New York
447,"Gordon, Lenore",10/1/21,New York; Texas
115,"Gordon, Nohemi",10/1/21,New York
448,"Gordon, Carmel",11/1/21,Florida
269,"Gordon, Eugenie",9/1/21,Florida
218,"Gordon, Bula",8/1/21,Florida; Rhode Island
296,"Gordon, Ronny",7/1/21,Florida
449,"Gordon, Aide",5/1/21,Florida
270,"Gordon, Marge",11/1/21,Florida; Ohio
475,"Gordon, Kasey",11/1/21,Massachusetts
322,"Gordon, Leonore",10/1/21,New York
194,"Gordon, Vertie",3/1/21,New Jersey
322,"Gordon, Ronny",6/1/21,New Jersey
425,"Gordon, Millicent",9/1/21,New York
298,"Gordon, Olene",10/1/21,New York
324,"Gordon, Ronny",10/1/21,Texas
478,"Gordon, Lisha",11/1/21,Florida
173,"Gordon, Emiko",9/1/21,New Jersey;New York
438,"Gordon, Moshe",8/1/21,Florida
950,"Gordon, Eugene",7/1/21,Texas
453,"Gordon, Elene",5/1/21,Florida
377,"Gordon, Clayton",11/1/21,New York
199,"Gordon, Chester",11/1/21,Texas
302,"Gordon, Genie",10/1/21,Texas
227,"Gordon, Vertie",3/1/21,New York
176,"Gordon, Astrid",6/1/21,Florida
151,"Gordon, Olene",9/1/21,New York
202,"Gordon, Israel",10/1/21,New York
100,"Gordon, Fidel",10/1/21,New York
280,"Gordon, Genie",11/1/21,Florida
332,"Gordon, Ian",9/1/21,New York
358,"Gordon, Marybelle",8/1/21,Florida
102,"Grayson, Ching",7/1/21,Florida
128,"Grayson, Jazmin",5/1/21,Florida
771,"Grayson, Fidel",11/1/21,Massachusetts
102,"Grayson, Taren",11/1/21,New York
180,"Grayson, Wiley",10/1/21,Florida
180,"Grayson, Jazmin",10/1/21,New York
155,"Grayson, Emiko",10/1/21,Arizona
283,"Grayson, Lela",10/1/21,Florida
207,"Grayson, Mauricio",10/1/21,Florida
412,"Grayson, Taren",10/1/21,Texas
232,"Grayson, Delois",1/1/21,New York; New Jersey
284,"Grayson, Dorthy",6/1/21,Florida
156,"Grayson, Yolonda",2/1/21,New York
310,"Grayson, Crissy",10/1/21,New York
361,"Grayson, Fernande",10/1/21,Florida
549,"Grayson, Elene",11/1/21,New York
285,"Grayson, Olene",9/1/21,Florida; New York
234,"Grayson, Torie",8/1/21,Arizona; California; Pennsylvania
555,"Grayson, Kasey",7/1/21,Connecticut
300,"Grayson, Berniece",5/1/21,New York
824,"Grayson, Delois",11/1/21,New York
159,"Grayson, Cora",11/1/21,New York
108,"Grayson, Xiomara",10/1/21,New York
109,"Grayson, Lisha",2/1/21,New York
212,"Grayson, Lauryn",4/1/21,New York
238,"Grayson, Crissy",6/1/21,New Jersey
592,"Grayson, Kiersten",11/1/21,New York
84@,"Grayson, Chester",11/1/21,New York
341,"Grayson, Vina",11/1/21,New York; Texas
290,"Grayson, Daniell",11/1/21,New York
163,"Grayson, Dawn",11/1/21,Florida
612,"Grayson, Carmon",11/1/21,Florida
240,"Grayson, Lisha",11/1/21,Florida; Rhode Island
357,"Grayson, Marge",11/1/21,Florida
368,"Grayson, Lisha",11/1/21,Florida
266,"Grayson, Lisha",11/1/21,Florida; Ohio
343,"Grayson, Latarsha",10/1/21,Massachusetts
370,"Grayson, Berniece",10/1/21,New York
113,"Grayson, Kasey",10/1/21,New Jersey
293,"Grayson, Ludivina",10/1/21,New Jersey
374,"Grayson, Zoraida",10/1/21,New York
166,"Grayson, Laticia",10/1/21,New York
192,"Grayson, Kristofer",10/1/21,Texas
386,"Grayson, Emiko",10/1/21,Florida
166,"Grayson, Theressa",10/1/21,New Jersey;New York
645,"Grayson, Millicent",10/1/21,Florida
243,"Grayson, Denisha",10/1/21,Texas
423,"Grayson, Helene",3/1/21,Florida
116,"Grayson, Jerrold",6/1/21,New York
295,"Grayson, Dawn",9/1/21,Texas
193,"Grayson, Lauryn",10/1/21,Texas
270,"Grayson, Theressa",10/1/21,New York
475,"Grayson, Jospeh",11/1/21,Florida
347,"Grayson, Emiko",9/1/21,New York
143,"Grayson, Gerard",8/1/21,New York
153,"Grayson, Lisha",7/1/21,New York
169,"Grayson, Ronny",5/1/21,Florida
348,"Grayson, Vertie",11/1/21,New York
672,"Grayson, Yolonda",11/1/21,Florida
220,"Grayson, Kristofer",10/1/21,Florida
297,"Grayson, Lisha",3/1/21,Florida
375,"Grayson, Ching",6/1/21,Massachusetts
425,"Grayson, Yaeko",9/1/21,New York
400,"Grayson, Vertie",10/1/21,Florida
171,"Grayson, Theressa",10/1/21,New York
170,"Grayson, Eugene",11/1/21,Arizona
298,"Grayson, Xiomara",9/1/21,Florida
452,"Grayson, Carmel",8/1/21,Florida
427,"Grayson, Ronny",7/1/21,Texas
427,"Grayson, Jaimee",5/1/21,New York; New Jersey
325,"Grayson, Lauryn",11/1/21,Florida
377,"Grayson, Kasey",11/1/21,New York
704,"Grayson, Theressa",10/1/21,New York
147,"Grayson, Kasey",3/1/21,Florida
276,"Grayson, Fidel",6/1/21,New York
480,"Grayson, Carmel",9/1/21,Florida; New York
378,"Grayson, Carmon",10/1/21,Arizona; California; Pennsylvania
328,"Grayson, Margaretta",10/1/21,Connecticut
985,"Grayson, Kiersten",11/1/21,New York
733,"Grayson, Marge",9/1/21,New York
406,"Grayson, Felix",8/1/21,New York
487,"Grayson, Milan",7/1/21,New York
381,"Grayson, Yolonda",5/1/21,New York
305,"Grayson, Helene",11/1/21,New York
229,"Grayson, Lenore",11/1/21,New Jersey
460,"Grayson, Coralee",10/1/21,New York
204,"Grayson, Torie",10/1/21,New York
410,"GreenArrow, Bula",10/1/21,New York; Texas
778,"GreenArrow, Fernande",10/1/21,New York
154,"GreenArrow, Berniece",10/1/21,Florida
535,"GreenArrow, Marge",10/1/21,Florida
233,"GreenArrow, Aide",1/1/21,Florida; Rhode Island
362,"GreenArrow, Leonora",6/1/21,Florida
439,"GreenArrow, Cherie",2/1/21,Florida
133,"GreenArrow, Lela",10/1/21,Florida; Ohio
579,"GreenArrow, Patrick",10/1/21,Massachusetts
468,"GreenArrow, Eugene",11/1/21,New York
289,"GreenArrow, Denisha",9/1/21,New Jersey
341,"GreenArrow, Jaimee",8/1/21,New Jersey
444,"GreenArrow, Felicita",7/1/21,New York
265,"GreenArrow, Ronny",5/1/21,New York
342,"GreenArrow, Helene",11/1/21,Texas
445,"GreenArrow, Coralee",11/1/21,Florida
470,"GreenArrow, Everett",10/1/21,New Jersey;New York
445,"GreenArrow, Gerard",2/1/21,Florida
241,"GreenArrow, Lisha",4/1/21,Texas
